date,warehouse,item,units,sales
9/28/2021,1,7,53,2120
9/29/2021,1,7,57,2280
9/30/2021,1,7,59,2360
10/1/2021,1,7,63,2520
10/2/2021,1,7,61,2440
10/3/2021,1,7,35,1400
10/4/2021,1,7,54,2160
10/5/2021,1,7,57,2280
10/6/2021,1,7,62,2480
10/7/2021,1,7,56,2240
10/8/2021,1,7,79,3160
10/9/2021,1,7,58,2320
10/10/2021,1,7,54,2160
10/11/2021,1,7,44,1760
10/12/2021,1,7,61,2440
10/13/2021,1,7,57,2280
10/14/2021,1,7,62,2480
10/15/2021,1,7,62,2480
10/16/2021,1,7,60,2400
10/17/2021,1,7,44,1760
10/18/2021,1,7,61,2440
10/19/2021,1,7,40,1600
10/20/2021,1,7,61,2440
10/21/2021,1,7,56,2240
10/22/2021,1,7,61,2440
10/23/2021,1,7,62,2480
10/24/2021,1,7,49,1960
10/25/2021,1,7,46,1840
10/26/2021,1,7,63,2520
10/27/2021,1,7,61,2440
10/28/2021,1,7,51,2040
10/29/2021,1,7,60,2400
10/30/2021,1,7,77,3080
10/31/2021,1,7,46,1840
11/1/2021,1,7,74,2960
11/2/2021,1,7,43,1720
11/3/2021,1,7,43,1720
11/4/2021,1,7,64,2560
11/5/2021,1,7,54,2160
11/6/2021,1,7,96,3840
11/7/2021,1,7,52,2080
11/8/2021,1,7,48,1920
11/9/2021,1,7,49,1960
11/10/2021,1,7,60,2400
11/11/2021,1,7,60,2400
11/12/2021,1,7,75,3000
11/13/2021,1,7,70,2800
11/14/2021,1,7,48,1920
11/15/2021,1,7,43,1720
11/16/2021,1,7,59,2360
11/17/2021,1,7,71,2840
11/18/2021,1,7,70,2800
11/19/2021,1,7,68,2720
11/20/2021,1,7,74,2960
11/21/2021,1,7,45,1800
11/22/2021,1,7,35,1400
11/23/2021,1,7,53,2120
11/24/2021,1,7,71,2840
11/25/2021,1,7,57,2280
11/26/2021,1,7,78,3120
11/27/2021,1,7,60,2400
11/28/2021,1,7,52,2080
11/29/2021,1,7,54,2160
11/30/2021,1,7,75,3000
12/1/2021,1,7,31,1240
12/2/2021,1,7,31,1240
12/3/2021,1,7,44,1760
12/4/2021,1,7,61,2440
12/5/2021,1,7,31,1240
12/6/2021,1,7,47,1880
12/7/2021,1,7,38,1520
12/8/2021,1,7,29,1160
12/9/2021,1,7,36,1440
12/10/2021,1,7,52,2080
12/11/2021,1,7,54,2160
12/12/2021,1,7,28,1120
12/13/2021,1,7,52,2080
12/14/2021,1,7,54,2160
12/15/2021,1,7,49,1960
12/16/2021,1,7,47,1880
12/17/2021,1,7,32,1280
12/18/2021,1,7,53,2120
12/19/2021,1,7,30,1200
12/20/2021,1,7,50,2000
12/21/2021,1,7,36,1440
12/22/2021,1,7,42,1680
12/23/2021,1,7,42,1680
12/24/2021,1,7,45,1800
12/25/2021,1,7,39,1560
12/26/2021,1,7,32,1280
12/27/2021,1,7,48,1920
12/28/2021,1,7,52,2080
12/29/2021,1,7,34,1360
12/30/2021,1,7,30,1200
12/31/2021,1,7,49,1960
1/1/2022,1,7,42,1680
1/2/2022,1,7,36,1440
1/3/2022,1,7,31,1240
1/4/2022,1,7,42,1680
1/5/2022,1,7,44,1760
1/6/2022,1,7,35,1400
1/7/2022,1,7,43,1720
1/8/2022,1,7,43,1720
1/9/2022,1,7,25,1000
1/10/2022,1,7,32,1280
1/11/2022,1,7,33,1320
1/12/2022,1,7,26,1040
1/13/2022,1,7,52,2080
1/14/2022,1,7,48,1920
1/15/2022,1,7,52,2080
1/16/2022,1,7,26,1040
1/17/2022,1,7,38,1520
1/18/2022,1,7,37,1480
1/19/2022,1,7,38,1520
1/20/2022,1,7,29,1160
1/21/2022,1,7,54,2160
1/22/2022,1,7,43,1720
1/23/2022,1,7,35,1400
1/24/2022,1,7,47,1880
1/25/2022,1,7,47,1880
1/26/2022,1,7,40,1600
1/27/2022,1,7,41,1640
1/28/2022,1,7,42,1680
1/29/2022,1,7,49,1960
1/30/2022,1,7,38,1520
1/31/2022,1,7,33,1320
2/1/2022,1,7,52,2080
2/2/2022,1,7,38,1520
2/3/2022,1,7,48,1920
2/4/2022,1,7,42,1680
2/5/2022,1,7,60,2400
2/6/2022,1,7,38,1520
2/7/2022,1,7,40,1600
2/8/2022,1,7,37,1480
2/9/2022,1,7,46,1840
2/10/2022,1,7,42,1680
2/11/2022,1,7,42,1680
2/12/2022,1,7,39,1560
2/13/2022,1,7,34,1360
2/14/2022,1,7,41,1640
2/15/2022,1,7,56,2240
2/16/2022,1,7,40,1600
2/17/2022,1,7,51,2040
2/18/2022,1,7,51,2040
2/19/2022,1,7,59,2360
2/20/2022,1,7,40,1600
2/21/2022,1,7,38,1520
2/22/2022,1,7,36,1440
2/23/2022,1,7,44,1760
2/24/2022,1,7,59,2360
2/25/2022,1,7,43,1720
2/26/2022,1,7,52,2080
2/27/2022,1,7,30,1200
2/28/2022,1,7,48,1920
3/1/2022,1,7,56,2240
3/2/2022,1,7,52,2080
3/3/2022,1,7,60,2400
3/4/2022,1,7,57,2280
3/5/2022,1,7,58,2320
3/6/2022,1,7,36,1440
3/7/2022,1,7,39,1560
3/8/2022,1,7,63,2520
3/9/2022,1,7,53,2120
3/10/2022,1,7,71,2840
3/11/2022,1,7,66,2640
3/12/2022,1,7,67,2680
3/13/2022,1,7,35,1400
3/14/2022,1,7,45,1800
3/15/2022,1,7,36,1440
3/16/2022,1,7,44,1760
3/17/2022,1,7,55,2200
3/18/2022,1,7,50,2000
3/19/2022,1,7,68,2720
3/20/2022,1,7,44,1760
3/21/2022,1,7,57,2280
3/22/2022,1,7,52,2080
3/23/2022,1,7,48,1920
3/24/2022,1,7,50,2000
3/25/2022,1,7,68,2720
3/26/2022,1,7,56,2240
3/27/2022,1,7,38,1520
3/28/2022,1,7,51,2040
3/29/2022,1,7,52,2080
3/30/2022,1,7,45,1800
3/31/2022,1,7,58,2320
4/1/2022,1,7,86,3440
4/2/2022,1,7,71,2840
4/3/2022,1,7,51,2040
4/4/2022,1,7,54,2160
4/5/2022,1,7,55,2200
4/6/2022,1,7,61,2440
4/7/2022,1,7,55,2200
4/8/2022,1,7,86,3440
4/9/2022,1,7,68,2720
4/10/2022,1,7,48,1920
4/11/2022,1,7,46,1840
4/12/2022,1,7,63,2520
4/13/2022,1,7,59,2360
4/14/2022,1,7,66,2640
4/15/2022,1,7,63,2520
4/16/2022,1,7,68,2720
4/17/2022,1,7,44,1760
4/18/2022,1,7,48,1920
4/19/2022,1,7,55,2200
4/20/2022,1,7,71,2840
4/21/2022,1,7,58,2320
4/22/2022,1,7,71,2840
4/23/2022,1,7,58,2320
4/24/2022,1,7,60,2400
4/25/2022,1,7,60,2400
4/26/2022,1,7,55,2200
4/27/2022,1,7,65,2600
4/28/2022,1,7,66,2640
4/29/2022,1,7,60,2400
4/30/2022,1,7,81,3240
5/1/2022,1,7,53,2120
5/2/2022,1,7,71,2840
5/3/2022,1,7,78,3120
5/4/2022,1,7,58,2320
5/5/2022,1,7,63,2520
5/6/2022,1,7,60,2400
5/7/2022,1,7,83,3320
5/8/2022,1,7,58,2320
5/9/2022,1,7,60,2400
5/10/2022,1,7,56,2240
5/11/2022,1,7,63,2520
5/12/2022,1,7,69,2760
5/13/2022,1,7,73,2920
5/14/2022,1,7,76,3040
5/15/2022,1,7,58,2320
5/16/2022,1,7,59,2360
5/17/2022,1,7,70,2800
5/18/2022,1,7,64,2560
5/19/2022,1,7,63,2520
5/20/2022,1,7,72,2880
5/21/2022,1,7,89,3560
5/22/2022,1,7,48,1920
5/23/2022,1,7,83,3320
5/24/2022,1,7,52,2080
5/25/2022,1,7,64,2560
5/26/2022,1,7,74,2960
5/27/2022,1,7,85,3400
5/28/2022,1,7,71,2840
5/29/2022,1,7,56,2240
5/30/2022,1,7,56,2240
5/31/2022,1,7,71,2840
6/1/2022,1,7,87,3480
6/2/2022,1,7,73,2920
6/3/2022,1,7,85,3400
6/4/2022,1,7,90,3600
6/5/2022,1,7,59,2360
6/6/2022,1,7,73,2920
6/7/2022,1,7,76,3040
6/8/2022,1,7,82,3280
6/9/2022,1,7,79,3160
6/10/2022,1,7,89,3560
6/11/2022,1,7,74,2960
6/12/2022,1,7,56,2240
6/13/2022,1,7,73,2920
6/14/2022,1,7,79,3160
6/15/2022,1,7,73,2920
6/16/2022,1,7,85,3400
6/17/2022,1,7,98,3920
6/18/2022,1,7,99,3960
6/19/2022,1,7,58,2320
6/20/2022,1,7,61,2440
6/21/2022,1,7,55,2200
6/22/2022,1,7,75,3000
6/23/2022,1,7,79,3160
6/24/2022,1,7,71,2840
6/25/2022,1,7,92,3680
6/26/2022,1,7,54,2160
6/27/2022,1,7,58,2320
6/28/2022,1,7,70,2800
6/29/2022,1,7,55,2200
6/30/2022,1,7,64,2560
7/1/2022,1,7,88,3520
7/2/2022,1,7,90,3600
7/3/2022,1,7,59,2360
7/4/2022,1,7,86,3440
7/5/2022,1,7,54,2160
7/6/2022,1,7,86,3440
7/7/2022,1,7,88,3520
7/8/2022,1,7,88,3520
7/9/2022,1,7,96,3840
7/10/2022,1,7,59,2360
7/11/2022,1,7,71,2840
7/12/2022,1,7,69,2760
7/13/2022,1,7,83,3320
7/14/2022,1,7,63,2520
7/15/2022,1,7,79,3160
7/16/2022,1,7,88,3520
7/17/2022,1,7,67,2680
7/18/2022,1,7,67,2680
7/19/2022,1,7,76,3040
7/20/2022,1,7,74,2960
7/21/2022,1,7,87,3480
7/22/2022,1,7,85,3400
7/23/2022,1,7,81,3240
7/24/2022,1,7,50,2000
7/25/2022,1,7,81,3240
7/26/2022,1,7,55,2200
7/27/2022,1,7,76,3040
7/28/2022,1,7,62,2480
7/29/2022,1,7,86,3440
7/30/2022,1,7,90,3600
7/31/2022,1,7,70,2800
8/1/2022,1,7,49,1960
8/2/2022,1,7,74,2960
8/3/2022,1,7,62,2480
8/4/2022,1,7,75,3000
8/5/2022,1,7,72,2880
8/6/2022,1,7,77,3080
8/7/2022,1,7,54,2160
8/8/2022,1,7,66,2640
8/9/2022,1,7,53,2120
8/10/2022,1,7,65,2600
8/11/2022,1,7,79,3160
8/12/2022,1,7,66,2640
8/13/2022,1,7,66,2640
8/14/2022,1,7,65,2600
8/15/2022,1,7,54,2160
8/16/2022,1,7,49,1960
8/17/2022,1,7,47,1880
8/18/2022,1,7,77,3080
8/19/2022,1,7,71,2840
8/20/2022,1,7,96,3840
8/21/2022,1,7,53,2120
8/22/2022,1,7,67,2680
8/23/2022,1,7,61,2440
8/24/2022,1,7,66,2640
8/25/2022,1,7,68,2720
8/26/2022,1,7,88,3520
8/27/2022,1,7,79,3160
8/28/2022,1,7,44,1760
8/29/2022,1,7,57,2280
8/30/2022,1,7,56,2240
8/31/2022,1,7,61,2440
9/1/2022,1,7,68,2720
9/2/2022,1,7,83,3320
9/3/2022,1,7,68,2720
9/4/2022,1,7,54,2160
9/5/2022,1,7,58,2320
9/6/2022,1,7,50,2000
9/7/2022,1,7,58,2320
9/8/2022,1,7,56,2240
9/9/2022,1,7,60,2400
9/10/2022,1,7,85,3400
9/11/2022,1,7,54,2160
9/12/2022,1,7,61,2440
9/13/2022,1,7,64,2560
9/14/2022,1,7,67,2680
9/15/2022,1,7,69,2760
9/16/2022,1,7,69,2760
9/17/2022,1,7,78,3120
9/18/2022,1,7,48,1920
9/19/2022,1,7,60,2400
9/20/2022,1,7,64,2560
9/21/2022,1,7,61,2440
9/22/2022,1,7,63,2520
9/23/2022,1,7,70,2800
9/24/2022,1,7,79,3160
9/25/2022,1,7,49,1960
9/26/2022,1,7,45,1800
9/27/2022,1,7,44,1760
9/28/2022,1,7,70,2800
9/29/2022,1,7,68,2720
9/30/2022,1,7,80,3200
10/1/2022,1,7,70,2800
10/2/2022,1,7,44,1760
10/3/2022,1,7,51,2040
10/4/2022,1,7,55,2200
10/5/2022,1,7,47,1880
10/6/2022,1,7,46,1840
10/7/2022,1,7,72,2880
10/8/2022,1,7,77,3080
10/9/2022,1,7,40,1600
10/10/2022,1,7,47,1880
10/11/2022,1,7,52,2080
10/12/2022,1,7,55,2200
10/13/2022,1,7,51,2040
10/14/2022,1,7,65,2600
10/15/2022,1,7,63,2520
10/16/2022,1,7,55,2200
10/17/2022,1,7,68,2720
10/18/2022,1,7,44,1760
10/19/2022,1,7,62,2480
10/20/2022,1,7,70,2800
10/21/2022,1,7,70,2800
10/22/2022,1,7,72,2880
10/23/2022,1,7,57,2280
10/24/2022,1,7,62,2480
10/25/2022,1,7,50,2000
10/26/2022,1,7,61,2440
10/27/2022,1,7,63,2520
10/28/2022,1,7,74,2960
10/29/2022,1,7,78,3120
10/30/2022,1,7,43,1720
10/31/2022,1,7,59,2360
11/1/2022,1,7,47,1880
11/2/2022,1,7,52,2080
11/3/2022,1,7,80,3200
11/4/2022,1,7,58,2320
11/5/2022,1,7,79,3160
11/6/2022,1,7,54,2160
11/7/2022,1,7,58,2320
11/8/2022,1,7,66,2640
11/9/2022,1,7,60,2400
11/10/2022,1,7,56,2240
11/11/2022,1,7,56,2240
11/12/2022,1,7,62,2480
11/13/2022,1,7,57,2280
11/14/2022,1,7,64,2560
11/15/2022,1,7,58,2320
11/16/2022,1,7,69,2760
11/17/2022,1,7,58,2320
11/18/2022,1,7,62,2480
11/19/2022,1,7,81,3240
11/20/2022,1,7,41,1640
11/21/2022,1,7,62,2480
11/22/2022,1,7,71,2840
11/23/2022,1,7,59,2360
11/24/2022,1,7,68,2720
11/25/2022,1,7,73,2920
11/26/2022,1,7,81,3240
11/27/2022,1,7,50,2000
11/28/2022,1,7,53,2120
11/29/2022,1,7,61,2440
11/30/2022,1,7,61,2440
12/1/2022,1,7,54,2160
12/2/2022,1,7,40,1600
12/3/2022,1,7,46,1840
12/4/2022,1,7,41,1640
12/5/2022,1,7,35,1400
12/6/2022,1,7,43,1720
12/7/2022,1,7,43,1720
12/8/2022,1,7,55,2200
12/9/2022,1,7,59,2360
12/10/2022,1,7,50,2000
12/11/2022,1,7,39,1560
12/12/2022,1,7,34,1360
12/13/2022,1,7,36,1440
12/14/2022,1,7,51,2040
12/15/2022,1,7,34,1360
12/16/2022,1,7,47,1880
12/17/2022,1,7,49,1960
12/18/2022,1,7,27,1080
12/19/2022,1,7,44,1760
12/20/2022,1,7,37,1480
12/21/2022,1,7,55,2200
12/22/2022,1,7,39,1560
12/23/2022,1,7,53,2120
12/24/2022,1,7,45,1800
12/25/2022,1,7,27,1080
12/26/2022,1,7,51,2040
12/27/2022,1,7,45,1800
12/28/2022,1,7,36,1440
12/29/2022,1,7,57,2280
12/30/2022,1,7,60,2400
12/31/2022,1,7,55,2200
1/1/2018,2,7,39,1560
1/2/2018,2,7,47,1880
1/3/2018,2,7,43,1720
1/4/2018,2,7,44,1760
1/5/2018,2,7,55,2200
1/6/2018,2,7,46,1840
1/7/2018,2,7,36,1440
1/8/2018,2,7,42,1680
1/9/2018,2,7,49,1960
1/10/2018,2,7,53,2120
1/11/2018,2,7,46,1840
1/12/2018,2,7,45,1800
1/13/2018,2,7,54,2160
1/14/2018,2,7,38,1520
1/15/2018,2,7,41,1640
1/16/2018,2,7,45,1800
1/17/2018,2,7,39,1560
1/18/2018,2,7,48,1920
1/19/2018,2,7,48,1920
1/20/2018,2,7,47,1880
1/21/2018,2,7,52,2080
1/22/2018,2,7,40,1600
1/23/2018,2,7,42,1680
1/24/2018,2,7,30,1200
1/25/2018,2,7,46,1840
1/26/2018,2,7,45,1800
1/27/2018,2,7,41,1640
1/28/2018,2,7,35,1400
1/29/2018,2,7,49,1960
1/30/2018,2,7,38,1520
1/31/2018,2,7,40,1600
2/1/2018,2,7,45,1800
2/2/2018,2,7,61,2440
2/3/2018,2,7,50,2000
2/4/2018,2,7,39,1560
2/5/2018,2,7,44,1760
2/6/2018,2,7,54,2160
2/7/2018,2,7,45,1800
2/8/2018,2,7,54,2160
2/9/2018,2,7,66,2640
2/10/2018,2,7,53,2120
2/11/2018,2,7,32,1280
2/12/2018,2,7,39,1560
2/13/2018,2,7,47,1880
2/14/2018,2,7,38,1520
2/15/2018,2,7,48,1920
2/16/2018,2,7,69,2760
2/17/2018,2,7,59,2360
2/18/2018,2,7,51,2040
2/19/2018,2,7,41,1640
2/20/2018,2,7,38,1520
2/21/2018,2,7,47,1880
2/22/2018,2,7,56,2240
2/23/2018,2,7,50,2000
2/24/2018,2,7,42,1680
2/25/2018,2,7,32,1280
2/26/2018,2,7,51,2040
2/27/2018,2,7,37,1480
2/28/2018,2,7,48,1920
3/1/2018,2,7,48,1920
3/2/2018,2,7,70,2800
3/3/2018,2,7,70,2800
3/4/2018,2,7,48,1920
3/5/2018,2,7,51,2040
3/6/2018,2,7,42,1680
3/7/2018,2,7,60,2400
3/8/2018,2,7,49,1960
3/9/2018,2,7,70,2800
3/10/2018,2,7,69,2760
3/11/2018,2,7,45,1800
3/12/2018,2,7,46,1840
3/13/2018,2,7,47,1880
3/14/2018,2,7,67,2680
3/15/2018,2,7,56,2240
3/16/2018,2,7,56,2240
3/17/2018,2,7,71,2840
3/18/2018,2,7,39,1560
3/19/2018,2,7,57,2280
3/20/2018,2,7,55,2200
3/21/2018,2,7,56,2240
3/22/2018,2,7,67,2680
3/23/2018,2,7,58,2320
3/24/2018,2,7,56,2240
3/25/2018,2,7,45,1800
3/26/2018,2,7,58,2320
3/27/2018,2,7,49,1960
3/28/2018,2,7,62,2480
3/29/2018,2,7,60,2400
3/30/2018,2,7,70,2800
3/31/2018,2,7,78,3120
4/1/2018,2,7,66,2640
4/2/2018,2,7,63,2520
4/3/2018,2,7,48,1920
4/4/2018,2,7,65,2600
4/5/2018,2,7,84,3360
4/6/2018,2,7,78,3120
4/7/2018,2,7,71,2840
4/8/2018,2,7,49,1960
4/9/2018,2,7,69,2760
4/10/2018,2,7,68,2720
4/11/2018,2,7,55,2200
4/12/2018,2,7,57,2280
4/13/2018,2,7,74,2960
4/14/2018,2,7,85,3400
4/15/2018,2,7,51,2040
4/16/2018,2,7,78,3120
4/17/2018,2,7,61,2440
4/18/2018,2,7,64,2560
4/19/2018,2,7,72,2880
4/20/2018,2,7,62,2480
4/21/2018,2,7,67,2680
4/22/2018,2,7,55,2200
4/23/2018,2,7,63,2520
4/24/2018,2,7,61,2440
4/25/2018,2,7,59,2360
4/26/2018,2,7,77,3080
4/27/2018,2,7,76,3040
4/28/2018,2,7,73,2920
4/29/2018,2,7,55,2200
4/30/2018,2,7,51,2040
5/1/2018,2,7,74,2960
5/2/2018,2,7,66,2640
5/3/2018,2,7,88,3520
5/4/2018,2,7,103,4120
5/5/2018,2,7,80,3200
5/6/2018,2,7,52,2080
5/7/2018,2,7,73,2920
5/8/2018,2,7,75,3000
5/9/2018,2,7,67,2680
5/10/2018,2,7,87,3480
5/11/2018,2,7,93,3720
5/12/2018,2,7,79,3160
5/13/2018,2,7,66,2640
5/14/2018,2,7,59,2360
5/15/2018,2,7,64,2560
5/16/2018,2,7,85,3400
5/17/2018,2,7,66,2640
5/18/2018,2,7,72,2880
5/19/2018,2,7,96,3840
5/20/2018,2,7,66,2640
5/21/2018,2,7,69,2760
5/22/2018,2,7,85,3400
5/23/2018,2,7,67,2680
5/24/2018,2,7,61,2440
5/25/2018,2,7,84,3360
5/26/2018,2,7,93,3720
5/27/2018,2,7,67,2680
5/28/2018,2,7,65,2600
5/29/2018,2,7,57,2280
5/30/2018,2,7,72,2880
5/31/2018,2,7,69,2760
6/1/2018,2,7,79,3160
6/2/2018,2,7,88,3520
6/3/2018,2,7,70,2800
6/4/2018,2,7,74,2960
6/5/2018,2,7,82,3280
6/6/2018,2,7,79,3160
6/7/2018,2,7,77,3080
6/8/2018,2,7,70,2800
6/9/2018,2,7,90,3600
6/10/2018,2,7,54,2160
6/11/2018,2,7,76,3040
6/12/2018,2,7,76,3040
6/13/2018,2,7,79,3160
6/14/2018,2,7,91,3640
6/15/2018,2,7,74,2960
6/16/2018,2,7,94,3760
6/17/2018,2,7,62,2480
6/18/2018,2,7,60,2400
6/19/2018,2,7,54,2160
6/20/2018,2,7,80,3200
6/21/2018,2,7,72,2880
6/22/2018,2,7,96,3840
6/23/2018,2,7,85,3400
6/24/2018,2,7,62,2480
6/25/2018,2,7,64,2560
6/26/2018,2,7,78,3120
6/27/2018,2,7,83,3320
6/28/2018,2,7,74,2960
6/29/2018,2,7,93,3720
6/30/2018,2,7,100,4000
7/1/2018,2,7,62,2480
7/2/2018,2,7,66,2640
7/3/2018,2,7,66,2640
7/4/2018,2,7,75,3000
7/5/2018,2,7,72,2880
7/6/2018,2,7,93,3720
7/7/2018,2,7,99,3960
7/8/2018,2,7,58,2320
7/9/2018,2,7,67,2680
7/10/2018,2,7,86,3440
7/11/2018,2,7,85,3400
7/12/2018,2,7,98,3920
7/13/2018,2,7,97,3880
7/14/2018,2,7,89,3560
7/15/2018,2,7,60,2400
7/16/2018,2,7,84,3360
7/17/2018,2,7,68,2720
7/18/2018,2,7,77,3080
7/19/2018,2,7,93,3720
7/20/2018,2,7,97,3880
7/21/2018,2,7,112,4480
7/22/2018,2,7,66,2640
7/23/2018,2,7,63,2520
7/24/2018,2,7,82,3280
7/25/2018,2,7,88,3520
7/26/2018,2,7,74,2960
7/27/2018,2,7,88,3520
7/28/2018,2,7,101,4040
7/29/2018,2,7,61,2440
7/30/2018,2,7,93,3720
7/31/2018,2,7,81,3240
8/1/2018,2,7,64,2560
8/2/2018,2,7,71,2840
8/3/2018,2,7,84,3360
8/4/2018,2,7,90,3600
8/5/2018,2,7,42,1680
8/6/2018,2,7,55,2200
8/7/2018,2,7,54,2160
8/8/2018,2,7,67,2680
8/9/2018,2,7,88,3520
8/10/2018,2,7,73,2920
8/11/2018,2,7,91,3640
8/12/2018,2,7,54,2160
8/13/2018,2,7,69,2760
8/14/2018,2,7,58,2320
8/15/2018,2,7,50,2000
8/16/2018,2,7,75,3000
8/17/2018,2,7,76,3040
8/18/2018,2,7,87,3480
8/19/2018,2,7,63,2520
8/20/2018,2,7,74,2960
8/21/2018,2,7,67,2680
8/22/2018,2,7,60,2400
8/23/2018,2,7,67,2680
8/24/2018,2,7,87,3480
8/25/2018,2,7,97,3880
8/26/2018,2,7,62,2480
8/27/2018,2,7,60,2400
8/28/2018,2,7,70,2800
8/29/2018,2,7,67,2680
8/30/2018,2,7,79,3160
8/31/2018,2,7,74,2960
9/1/2018,2,7,79,3160
9/2/2018,2,7,51,2040
9/3/2018,2,7,61,2440
9/4/2018,2,7,71,2840
9/5/2018,2,7,71,2840
9/6/2018,2,7,71,2840
9/7/2018,2,7,79,3160
9/8/2018,2,7,81,3240
9/9/2018,2,7,51,2040
9/10/2018,2,7,60,2400
9/11/2018,2,7,58,2320
9/12/2018,2,7,61,2440
9/13/2018,2,7,65,2600
9/14/2018,2,7,74,2960
9/15/2018,2,7,62,2480
9/16/2018,2,7,52,2080
9/17/2018,2,7,53,2120
9/18/2018,2,7,59,2360
9/19/2018,2,7,50,2000
9/20/2018,2,7,68,2720
9/21/2018,2,7,71,2840
9/22/2018,2,7,82,3280
9/23/2018,2,7,54,2160
9/24/2018,2,7,59,2360
9/25/2018,2,7,84,3360
9/26/2018,2,7,73,2920
9/27/2018,2,7,66,2640
9/28/2018,2,7,80,3200
9/29/2018,2,7,70,2800
9/30/2018,2,7,46,1840
10/1/2018,2,7,63,2520
10/2/2018,2,7,60,2400
10/3/2018,2,7,66,2640
10/4/2018,2,7,68,2720
10/5/2018,2,7,71,2840
10/6/2018,2,7,65,2600
10/7/2018,2,7,40,1600
10/8/2018,2,7,50,2000
10/9/2018,2,7,61,2440
10/10/2018,2,7,59,2360
10/11/2018,2,7,67,2680
10/12/2018,2,7,81,3240
10/13/2018,2,7,72,2880
10/14/2018,2,7,46,1840
10/15/2018,2,7,58,2320
10/16/2018,2,7,67,2680
10/17/2018,2,7,57,2280
10/18/2018,2,7,64,2560
10/19/2018,2,7,62,2480
10/20/2018,2,7,76,3040
10/21/2018,2,7,37,1480
10/22/2018,2,7,59,2360
10/23/2018,2,7,55,2200
10/24/2018,2,7,70,2800
10/25/2018,2,7,74,2960
10/26/2018,2,7,73,2920
10/27/2018,2,7,56,2240
10/28/2018,2,7,50,2000
10/29/2018,2,7,49,1960
10/30/2018,2,7,54,2160
10/31/2018,2,7,71,2840
11/1/2018,2,7,52,2080
11/2/2018,2,7,55,2200
11/3/2018,2,7,62,2480
11/4/2018,2,7,46,1840
11/5/2018,2,7,51,2040
11/6/2018,2,7,74,2960
11/7/2018,2,7,73,2920
11/8/2018,2,7,69,2760
11/9/2018,2,7,89,3560
11/10/2018,2,7,80,3200
11/11/2018,2,7,59,2360
11/12/2018,2,7,55,2200
11/13/2018,2,7,67,2680
11/14/2018,2,7,61,2440
11/15/2018,2,7,66,2640
11/16/2018,2,7,86,3440
11/17/2018,2,7,99,3960
11/18/2018,2,7,65,2600
11/19/2018,2,7,67,2680
11/20/2018,2,7,63,2520
11/21/2018,2,7,75,3000
11/22/2018,2,7,67,2680
11/23/2018,2,7,76,3040
11/24/2018,2,7,68,2720
11/25/2018,2,7,58,2320
11/26/2018,2,7,63,2520
11/27/2018,2,7,54,2160
11/28/2018,2,7,62,2480
11/29/2018,2,7,71,2840
11/30/2018,2,7,68,2720
12/1/2018,2,7,42,1680
12/2/2018,2,7,29,1160
12/3/2018,2,7,42,1680
12/4/2018,2,7,35,1400
12/5/2018,2,7,46,1840
12/6/2018,2,7,39,1560
12/7/2018,2,7,56,2240
12/8/2018,2,7,49,1960
12/9/2018,2,7,35,1400
12/10/2018,2,7,46,1840
12/11/2018,2,7,46,1840
12/12/2018,2,7,40,1600
12/13/2018,2,7,44,1760
12/14/2018,2,7,60,2400
12/15/2018,2,7,45,1800
12/16/2018,2,7,43,1720
12/17/2018,2,7,39,1560
12/18/2018,2,7,44,1760
12/19/2018,2,7,45,1800
12/20/2018,2,7,52,2080
12/21/2018,2,7,49,1960
12/22/2018,2,7,52,2080
12/23/2018,2,7,48,1920
12/24/2018,2,7,41,1640
12/25/2018,2,7,53,2120
12/26/2018,2,7,47,1880
12/27/2018,2,7,48,1920
12/28/2018,2,7,61,2440
12/29/2018,2,7,51,2040
12/30/2018,2,7,43,1720
12/31/2018,2,7,30,1200
1/1/2019,2,7,48,1920
1/2/2019,2,7,50,2000
1/3/2019,2,7,35,1400
1/4/2019,2,7,50,2000
1/5/2019,2,7,64,2560
1/6/2019,2,7,36,1440
1/7/2019,2,7,46,1840
1/8/2019,2,7,59,2360
1/9/2019,2,7,52,2080
1/10/2019,2,7,49,1960
1/11/2019,2,7,58,2320
1/12/2019,2,7,55,2200
1/13/2019,2,7,43,1720
1/14/2019,2,7,37,1480
1/15/2019,2,7,37,1480
1/16/2019,2,7,47,1880
1/17/2019,2,7,43,1720
1/18/2019,2,7,57,2280
1/19/2019,2,7,61,2440
1/20/2019,2,7,39,1560
1/21/2019,2,7,40,1600
1/22/2019,2,7,48,1920
1/23/2019,2,7,42,1680
1/24/2019,2,7,56,2240
1/25/2019,2,7,66,2640
1/26/2019,2,7,58,2320
1/27/2019,2,7,46,1840
1/28/2019,2,7,51,2040
1/29/2019,2,7,43,1720
1/30/2019,2,7,66,2640
1/31/2019,2,7,66,2640
2/1/2019,2,7,54,2160
2/2/2019,2,7,61,2440
2/3/2019,2,7,41,1640
2/4/2019,2,7,45,1800
2/5/2019,2,7,57,2280
2/6/2019,2,7,49,1960
2/7/2019,2,7,60,2400
2/8/2019,2,7,67,2680
2/9/2019,2,7,71,2840
2/10/2019,2,7,38,1520
2/11/2019,2,7,50,2000
2/12/2019,2,7,44,1760
2/13/2019,2,7,64,2560
2/14/2019,2,7,50,2000
2/15/2019,2,7,48,1920
2/16/2019,2,7,59,2360
2/17/2019,2,7,47,1880
2/18/2019,2,7,55,2200
